census_tract_id_2020,fraction_poverty,fraction_snap,fraction_insured,median_income,fraction_hs,fraction_vacant,dep_index
56043000301,0.056,0.076,0.851,61800,0.837,0.1,0.3178363832841468
48419950200,0.207,0.137,0.837,49500,0.904,0.254,0.3959412386178847
32003003414,0.086,0.127,0.92,115000,0.891,0.063,0.2505636898371776
39049006387,0.135,0.028,0.919,85500,0.956,0.031,0.23689075204517926
36103122802,0.04,0.082,0.982,124000,0.911,0.025,0.1809363222918943
36103158111,0.028,0.038,0.955,128000,0.955,0.049,0.15848146044826014
48113001001,0.134,0,0.957,151000,0.989,0.164,0.16365835095929895
48113009202,0.276,0.219,0.555,48500,0.499,0.044,0.6582035449998439
06089010500,0.235,0.305,0.95,47000,0.896,0.179,0.40978631452753334
39061021571,0.052,0.084,0.971,78300,0.918,0.054,0.2288051586479702
39061021702,0.27,0.256,0.894,42000,0.89,0.037,0.41702499809027854
48453002003,0.188,0.147,0.857,75500,0.924,0.012,0.32904233189513854
37183051101,0.484,0.155,0.953,30500,0.829,0.158,0.47952087406971355
37183053516,0.082,0.095,0.827,77800,0.955,0.107,0.28853871010576715
48201343302,0.084,0.065,0.933,97900,0.917,0.016,0.22702122437026903
48201334002,0.074,0.057,0.821,73900,0.904,0.094,0.29573109634711936
12099007603,0.049,0.032,0.959,185000,0.979,0.073,0.1089856552104178
12099007741,0.093,0.05,0.853,59100,0.947,0.143,0.29182409332390435
12001001515,0.363,0.101,0.907,39100,0.922,0.197,0.40684816542641955
08035014140,0.078,0.004,0.956,188000,0.991,0.003,0.09667157591846287
37097061405,0.012,0.026,0.97,125000,0.98,0.089,0.1429562006159947
49035112404,0.14,0.072,0.809,52300,0.936,0.035,0.3267405593780399
12083980000,NA,NA,NA,NA,NA,NA,NA
45091060912,0.025,0.022,0.926,109000,0.959,0.092,0.18289297898201118
32031002414,0.073,0.109,0.832,64800,0.97,0.023,0.28414198617787934
44007001601,0.084,0.387,0.775,56900,0.786,0.169,0.47603118325991783
06029003218,0.082,0.112,0.975,113000,0.897,0.044,0.22221823933857435
06029001002,0.274,0.352,0.905,60900,0.76,0.087,0.47624004247715235
06029003135,0.019,0.09,0.862,134000,0.868,0.031,0.22695872029259395
09001210102,NA,NA,NA,NA,NA,NA,NA
27053026718,0.019,0.019,0.979,136000,0.953,0.041,0.13418673657487826
56013000302,0.113,0.052,0.818,75100,0.911,0.163,0.31267135449210276
40047001302,0.002,0.085,0.947,82700,0.944,0.022,0.2054301762032162
12131950304,0.28,0.155,0.805,47600,0.827,0.165,0.45399155583038814
13089021819,0.073,0.017,0.987,130000,0.966,0.188,0.16590319737865766
36047112600,0.273,0.233,0.92,73500,0.894,0.025,0.3725441718011064
33015062000,0.138,0.071,0.974,134000,0.963,0.034,0.18783498669015639
33015052000,0.102,0,0.914,138000,0.947,0.031,0.17859258212682982
48201332700,0.254,0.275,0.628,44900,0.565,0.046,0.6220846355789675
48201323400,0.261,0.259,0.706,60400,0.562,0.016,0.5757097008238052
18141000800,0.092,0.049,0.964,99200,0.981,0.139,0.20517421512141587
36047114600,0.124,0.425,0.99,72400,0.798,0.094,0.39623444333621
36047117602,0.198,0.326,0.875,59100,0.873,0.083,0.4178095863806954
36047121000,0.446,0.578,0.95,22000,0.769,0.047,0.6080284089878552
36083052201,0.04,0.029,0.983,128000,0.966,0.023,0.14283868124253501
48201412300,0.018,0,0.971,250000,1,0.017,0.016962938999645932
48201253700,0.12,0.116,0.638,64900,0.8,0.139,0.4426410002120676
09003502600,NA,NA,NA,NA,NA,NA,NA
39061021102,0.047,0.07,0.991,121000,0.937,0,0.16730875655751543
45041000900,0.394,0.533,0.864,21500,0.85,0.133,0.592239095402874
41051002902,0.073,0.119,0.95,102000,0.947,0.021,0.22029831963715257
48113019502,0.034,0.034,0.97,250000,0.995,0.074,0.040863222482735495
48113013717,0.261,0.064,0.607,65800,0.647,0.056,0.5256301268778657
30111001803,0.072,0.105,0.888,80100,0.933,0.052,0.26509014140130405
39061002600,0.534,0.058,0.929,36100,0.917,0.149,0.44063981106490385
39061007400,0.174,0.147,0.924,86800,0.957,0.115,0.2913080489229847
49003960702,0.203,0.154,0.926,46600,0.888,0.111,0.3585410120453925
41051010410,0.232,0.34,0.954,43900,0.85,0.045,0.42033321319313965
41051001202,0.066,0.093,0.995,134000,0.993,0.1,0.16068761638067422
48113011105,0.414,0.328,0.777,43800,0.755,0.02,0.5699281604195339
12083001204,0.147,0.278,0.926,44600,0.825,0.107,0.39932384919614816
08069000504,0.469,0.077,0.926,34700,0.965,0.062,0.40119781820034106
08069001606,0.122,0.069,0.961,102000,0.987,0.038,0.20602550343465562
49049000206,0.017,0.026,0.945,135000,0.962,0.057,0.1476788922554192
06067008505,0.055,0.031,0.992,157000,0.991,0.006,0.11037519582146378
06067009633,0.06,0.156,0.955,82600,0.738,0.048,0.31464786430674885
06111004505,0.177,0.203,0.869,85800,0.64,0.03,0.4263078529316788
12015021002,0.083,0.041,0.919,62300,0.981,0.354,0.27197628385943284
12101031804,0.076,0.036,0.93,65500,0.955,0.249,0.2581498373540704
12057012213,0.074,0.029,0.857,79700,0.893,0.07,0.27035490980299165
08059011951,0.033,0.05,0.95,100000,0.961,0.089,0.1915820189864988
29095014701,0.031,0.062,0.919,63500,0.953,0.143,0.24532177889764148
20173005401,0.192,0.175,0.87,51700,0.775,0.063,0.409696380102259
42089300204,0.089,0.046,0.87,83700,0.931,0.176,0.27164127246659603
34003008002,0.022,0.03,0.991,156000,0.972,0.043,0.11112241961526581
15009030713,0.043,0.069,0.947,84200,0.98,0.341,0.23744182272362963
47157021143,0.023,0.155,0.931,74700,0.929,0.037,0.2523443022521402
48037010906,0.067,0.057,0.949,69500,0.926,0.031,0.2357948976532
49035112621,0.049,0.043,0.932,95400,0.876,0.111,0.23619632487809428
49035111104,0.045,0.025,0.931,101000,0.965,0.052,0.18859602338273876
26025001801,0.036,0.031,0.991,98000,0.958,0.02,0.16671724743172692
51069050804,0.078,0.108,0.919,84000,0.902,0.026,0.26075626448548955
12015030401,0.177,0.045,0.873,55000,0.926,0.33,0.34248138638504866
08033000100,0.188,0.106,0.933,70500,0.962,0.245,0.30740050125512186
18039000502,0.131,0.066,0.838,61500,0.814,0.082,0.3500244172849489
39069000600,0.12,0.086,0.898,66200,0.912,0.036,0.2883641082015371
51173030100,0.165,0.19,0.894,50300,0.885,0.234,0.38051347657663437
36085013204,0.119,0.078,0.968,106000,0.885,0.076,0.24036859273189792
36085023100,0.167,0.139,0.911,83800,0.851,0.118,0.3297971961197243
48201422702,0.185,0.132,0.716,77200,0.522,0.08,0.5162587120055284
48201420900,0.021,0.013,0.984,219000,0.985,0.102,0.057869168357808705
42107003500,0.068,0.106,0.984,83800,0.94,0.027,0.220712168418362
33009961500,0.132,0.056,0.968,96700,0.975,0.168,0.22630636425902637
31023967700,0.074,0.071,0.955,67400,0.919,0.052,0.24656538497154176
06095253105,0.073,0.161,0.994,92600,0.879,0.071,0.2531211159175925
06095251100,0.205,0.292,0.918,79900,0.851,0.091,0.3851680666697549
27157490600,0.147,0.083,0.923,70800,0.924,0.057,0.2817057400776196
39023001400,0.208,0.214,0.851,42200,0.814,0.044,0.4261290894461232
48135002400,0.019,0.06,0.934,93400,0.921,0.088,0.21464464828966032
22069000300,0.126,0.095,0.919,63100,0.917,0.245,0.3102848521936611
42101001900,0.151,0.114,0.962,144000,0.995,0.118,0.19974394880040194
55011960500,0.051,0.063,0.951,74700,0.954,0.112,0.22717580478600005
51650010312,0.03,0.155,0.957,93200,0.954,0,0.2169802414641752
09001210702,NA,NA,NA,NA,NA,NA,NA
51031020402,0.045,0.036,0.956,75200,0.972,0.125,0.2104291256557572
17201980000,0,0,1,NA,NA,0,NA
26163985000,NA,NA,NA,NA,NA,NA,NA
26163533300,0.323,0.501,0.979,40600,0.883,0.437,0.5254396088335501
04013420704,0.139,0.088,0.937,97600,0.954,0.065,0.24383351511382156
04013109704,0.167,0.335,0.751,56100,0.569,0.115,0.5637281833271833
39169980000,0,0.101,0.988,91200,1,0.104,0.1780726851776235
26065006002,0.074,0.071,0.971,90400,0.949,0.06,0.21228518125537807
51059480504,0.021,0.035,0.985,169000,0.984,0.007,0.09539462606985838
26163562700,0.015,0.031,0.995,125000,0.967,0.021,0.1328327123996777
04019004633,0.015,0.034,0.968,104000,0.916,0.054,0.18209402120555954
04019004035,0.218,0.168,0.924,45000,0.941,0.049,0.3447655224126495
37119004102,0.041,0.099,0.982,111000,0.975,0.13,0.18782602576419855
37119005533,0.182,0,0.792,61300,0.945,0.09,0.3210913392483774
39095007206,0.089,0,0.992,87800,0.985,0.067,0.17940018738552652
39095004402,0.261,0.289,0.879,60300,0.833,0.035,0.4328610742418046
39095008703,0.045,0.113,0.978,79000,0.92,0.056,0.23152771256418653
28047001401,0.111,0.006,0.924,57500,0.968,0.425,0.285482370779274
41051004902,0.263,0.142,0.952,41600,0.987,0.106,0.33553329168352397
05119002410,0.422,0.184,0.931,26900,0.876,0.068,0.45279424866877527
29043020307,0.114,0.098,0.867,60300,0.953,0.042,0.2931686606740002
55111000602,0.153,0.214,0.999,84000,0.927,0.073,0.2845018709197891
22033004024,0.512,0.084,0.915,44200,0.988,0.182,0.41945591437459295
18097340904,0.114,0.116,0.933,52600,0.914,0.081,0.29843485032883715
36111951200,0.108,0.063,0.984,96700,0.95,0.127,0.21836404540208051
51760020900,0.157,0.234,0.906,46800,0.878,0.121,0.3788475116879432
09009150300,NA,NA,NA,NA,NA,NA,NA
09009175300,NA,NA,NA,NA,NA,NA,NA
36059416000,0.039,0.028,0.989,186000,0.977,0.006,0.08570901048736437
36059410700,0.052,0.02,0.952,113000,0.914,0.051,0.1886512739632127
42129806400,0.152,0.363,0.973,48200,0.878,0.035,0.3799203103968429
05119003608,0.173,0.041,0.9,45900,0.956,0.165,0.30873868713304875
06053013800,0.133,0.141,0.875,83200,0.789,0.034,0.3440494501440614
36005012701,0.229,0.476,0.947,49800,0.712,0,0.49835137001120866
36005025000,0.086,0.141,0.961,110000,0.851,0.124,0.2643688331307412
42101002500,0.205,0.252,0.978,83500,0.905,0.033,0.32361911343350847
42101003702,0.173,0.33,0.943,47800,0.848,0.096,0.4053637085727486
42101007300,0.094,0.297,0.975,71100,0.96,0.144,0.30649914114623494
42101016300,0.234,0.467,0.889,39900,0.556,0.171,0.5987641444242054
55025002000,0.146,0.107,0.945,81200,0.969,0.032,0.25377053563547236
06097154100,0.08,0.023,0.977,127000,0.866,0.144,0.20460543779726834
06097150304,0.066,0.089,0.992,94700,0.893,0.03,0.21905693990057315
53027000700,0.115,0.155,0.923,79900,0.884,0.086,0.3016917274803467
53051970100,0.05,0.111,0.908,67500,0.903,0.356,0.30796673946015807
42101017800,0.335,0.486,0.916,42100,0.804,0.114,0.5359989867856453
42101023800,0.217,0.28,0.931,66700,0.939,0.105,0.36397152710225184
42101028800,0.285,0.42,0.849,58000,0.647,0.028,0.5539618735170556
54047954501,0.308,0.271,0.938,35500,0.719,0.321,0.5132747585924764
10005050703,0.176,0.116,0.945,62700,0.794,0.417,0.38471316049195925
51059491705,0.006,0.027,0.937,209000,0.95,0.005,0.08324323539735588
39113020500,0.1,0.085,0.913,41200,0.972,0.051,0.2786438308868841
34021003904,0.031,0.043,0.987,167000,0.977,0.009,0.10455896362446897
04019002503,0.35,0.343,0.814,39100,0.731,0.192,0.571719552045566
04019004008,0.09,0.114,0.912,73400,0.951,0.031,0.26205286328476896
26139022105,0.122,0.034,0.946,74200,0.905,0.015,0.24930733993210377
26093713700,0.031,0.095,0.988,97500,0.958,0.016,0.1851025821686317
51810044004,0.219,0.089,0.854,78400,0.952,0.219,0.33506351936294315
53011040413,0.166,0.118,0.919,90500,0.906,0.02,0.2849953445755326
45075010901,0.068,0.022,0.937,61200,0.976,0.12,0.23056557039106051
10003016306,0.085,0.138,0.926,111000,0.882,0.043,0.2553809915308813
26139025102,0.032,0.045,0.967,83100,0.887,0,0.212327913207544
48027023109,0.04,0.096,0.803,69800,0.932,0.054,0.29219860596442093
35009000306,0.376,0.3,0.949,35900,0.859,0.203,0.47923407796662904
06111002301,0.108,0.142,0.8,70300,0.83,0.162,0.3753476677991192
13089021223,0.031,0,0.993,112000,0.982,0.098,0.14434050950073002
13089023431,0.168,0.161,0.826,56000,0.832,0.19,0.4056477278230703
06007001602,0.052,0.075,0.975,121000,0.977,0.122,0.17688195057504144
37019020311,0.104,0.047,0.953,68900,0.918,0.329,0.28091715336066214
49049001404,0.245,0.054,0.887,65500,0.99,0.055,0.30037149758382
13067030356,0.068,0.025,0.946,108000,0.989,0.075,0.17936180612963817
36005040702,0.221,0.457,0.932,35400,0.675,0.058,0.5267408273233221
36059521200,0.036,0.026,0.991,156000,0.892,0.025,0.1392656931037867
36059519703,0.014,0.033,0.988,148000,0.962,0.06,0.12251294850984815
48199031000,0.179,0.172,0.856,59200,0.886,0.084,0.3685728817194245
11001002102,0.09,0.232,0.941,97700,0.948,0.103,0.2753268067567728
11001004901,0.13,0.085,1,104000,0.928,0.071,0.22104429217174912
11001008302,0.011,0,0.996,166000,0.978,0.09,0.09181321081092172
36005006200,0.38,0.517,0.908,27200,0.597,0.097,0.6427656802719945
36005035100,0.086,0.053,0.983,105000,0.923,0.018,0.19812884384633167
36059404902,0.091,0.103,0.885,108000,0.829,0.046,0.282568264832343
34025809200,0.029,0.007,0.959,206000,0.997,0.318,0.09955480655208351
37067003311,0.09,0.056,0.84,81000,0.961,0.064,0.26520999260779027
31055006906,0.052,0.037,0.982,69200,0.964,0.049,0.20250154706877094
06015000203,0.278,0.247,0.94,45100,0.878,0.318,0.4339164902553354
36075020301,0.161,0.184,0.946,62700,0.903,0.136,0.3307379564900626
53063001600,0.277,0.384,0.913,48400,0.876,0.026,0.4483657720115181
53065950900,0.159,0.099,0.926,47600,0.931,0.265,0.33031418032580984
53067010700,0.054,0.038,0.968,121000,0.971,0.024,0.15986933853134827
42101031200,0.203,0.449,0.947,52200,0.861,0.048,0.4354009901455721
48029181703,0.055,0.087,0.885,106000,0.931,0.057,0.23480529163970879
51550021013,0.038,0,0.97,168000,0.972,0,0.10011215190613997
09001043300,NA,NA,NA,NA,NA,NA,NA
09001110100,NA,NA,NA,NA,NA,NA,NA
55009000500,0.113,0.162,0.949,58700,0.944,0.001,0.28152223729000797
48355002304,0.103,0.231,0.853,63400,0.877,0.2,0.3751431446859944
48029180503,0.22,0.27,0.801,54100,0.803,0.027,0.4566423327438115
06025011100,0.214,0.196,0.9,58800,0.837,0.214,0.4027770673104333
06071006201,0.128,0.103,0.846,83100,0.731,0,0.3573606499964961
06071000825,0.138,0.074,0.822,60700,0.878,0.066,0.3378963264005541
26125157300,0.039,0.039,0.976,111000,0.935,0.021,0.1724603117426622
18097320109,0.059,0.071,0.993,74700,0.985,0.018,0.1956282655183154
32003004602,0.293,0.453,0.71,42200,0.455,0.13,0.7064532504308998
32003005012,0.26,0.161,0.942,58100,0.809,0.109,0.39001159323693707
06071000109,0.065,0.028,0.886,120000,0.93,0.022,0.2047872939678224
06071001400,0.185,0.25,0.905,67200,0.828,0.033,0.38263062832819916
35027960300,0.095,0.125,0.816,57000,0.958,0.205,0.3334108333644094
32003002952,0.22,0.085,0.871,75200,0.916,0.038,0.32194261976206207
25009210401,0.091,0.192,0.945,74000,0.948,0,0.27038573608257804
35035000604,0.116,0.027,0.967,51200,1,0.044,0.2283913507896955
20103071104,0.01,0.007,0.955,152000,0.994,0,0.10456098027937809
48199030301,0.272,0.16,0.792,71000,0.801,0.206,0.45139816852576964
01089010406,0.049,0.111,0.914,68900,0.935,0.041,0.2573243717989611
20091053013,0.032,0.063,0.908,103000,0.938,0.1,0.2168963063405579
06065049101,0.166,0.255,0.899,50000,0.902,0.294,0.39972779339926656
11001005502,0.124,0.031,0.97,113000,0.982,0.074,0.18871859818813405
34039980000,0,0,1,NA,0.519,0,NA
48241950702,0.233,0.082,0.861,47600,0.79,0.07,0.3980397916402586
42041013104,0.417,0.168,0.963,39700,0.834,0.142,0.44658811690942557
39007001304,0.417,0.239,0.893,68300,0.892,0.76,0.5207931674095124
48303000406,0.106,0.028,0.889,96200,0.966,0.062,0.22959493026070396
51107611808,0.039,0.097,0.978,178000,0.922,0.01,0.13578466620801563
11001009901,0.031,0.164,0.966,102000,0.972,0.122,0.21729761532264297
19013000500,0.318,0.284,0.954,47400,0.821,0.151,0.45082182214612526
10003010900,0.063,0.034,0.988,94900,0.981,0,0.17011606004037816
12009062108,0.162,0.145,0.888,84500,0.888,0.082,0.32120348621736766
34025809703,0.029,0.017,0.968,144000,0.966,0.012,0.1264705185019937
34025807004,0.186,0.087,0.942,67500,0.971,0.18,0.289857367170157
31055007001,0.183,0.104,0.9,53000,0.912,0.023,0.323141297361775
31055007311,0.163,0.063,0.899,69500,0.96,0.128,0.2869536549290995
34003044100,0.036,0.027,0.959,186000,0.953,0.01,0.10388898987403611
34003031200,0.096,0.084,0.977,95800,0.898,0.04,0.23140581550232667
06037214000,0.117,0.118,0.948,134000,0.963,0.078,0.20944830711177415
06037482503,0.166,0.098,0.961,80900,0.539,0.06,0.3994435659286685
06037212305,0.289,0.18,0.662,49400,0.621,0.111,0.577884922297315
48029191101,0.021,0.023,0.857,137000,0.971,0.101,0.18058102116108027
48029161801,0.065,0.18,0.826,61400,0.888,0.086,0.34234727428603323
32031002901,0.13,0.07,0.929,88700,0.885,0.025,0.2644819796641797
06109005201,0.123,0.059,0.914,74200,0.854,0.165,0.303070212007106
48215020403,0.225,0.377,0.712,41800,0.707,0.208,0.5857909770019826
06095252501,0.213,0.288,0.89,51200,0.732,0.018,0.45240704200917853
50019951800,0.116,0.185,0.968,65700,0.929,0.218,0.3064907035728961
55101001201,0.124,0.139,0.819,56400,0.775,0.089,0.39446429033470576
48029121808,0.159,0.096,0.891,82700,0.955,0.013,0.27572031950541875
06107001502,0.206,0.267,0.93,59000,0.823,0.059,0.39695427172618
32003005313,0.064,0.083,0.948,96300,0.917,0.038,0.22421579683293114
32003003426,0.096,0.238,0.886,59300,0.853,0.058,0.3580435567997193
32003000109,0.148,0.324,0.867,55800,0.813,0.059,0.4239216997414932
32003005822,0.029,0.062,0.903,140000,0.973,0.087,0.17316432946204427
32003003309,0.034,0.124,0.972,107000,0.976,0.064,0.1920285706053774
32003004910,0.152,0.213,0.88,75200,0.632,0.123,0.4393569266293069
36065022701,0.059,0.098,0.967,78500,0.925,0.033,0.23177199958069059
42101010600,0.499,0.398,0.899,19000,0.848,0.18,0.5819509661918563
36067013300,0.099,0.055,0.983,77600,0.952,0.048,0.21969090346431058
36067001702,0.217,0.3,0.97,59600,0.833,0.056,0.3915268406741399
25021441204,0.077,0.109,0.991,133000,0.881,0.015,0.19910090072793665
32003003228,0.12,0.1,0.933,68000,0.943,0.073,0.2720878585335555
36005015200,0.15,0.163,0.983,84300,0.868,0.058,0.2920538754285262
36005023704,0.453,0.539,0.935,33000,0.706,0,0.6107217455178354
53053072907,0.167,0.027,1,60200,0.934,0.173,0.2624244813492442
34005700503,0.053,0.06,0.983,151000,0.981,0.093,0.1399920803234423
36037950501,0.092,0.09,0.935,68100,0.848,0.087,0.2926209852550394
53011042602,0.132,0.255,0.909,64000,0.975,0.037,0.31918863027801475
01073012920,0.098,0.036,0.914,61900,0.806,0.04,0.300125886272534
48339693103,0.312,0.29,0.626,34500,0.602,0.092,0.6478277881676973
48233950501,0.061,0.062,0.881,76800,0.896,0.231,0.2870658142631848
40145030407,0.052,0.03,0.848,106000,0.951,0.044,0.22223874475921884
48121021307,0.066,0.049,0.817,125000,0.888,0.008,0.24479817636659154
06071009131,0.298,0.565,0.933,33200,0.675,0.097,0.5898763331368791
06071008201,0.087,0.162,0.98,75700,0.895,0.066,0.2713461854625226
06071002707,0.005,0.089,0.967,191000,0.87,0.024,0.13445159690234973
48339694203,0.016,0.082,0.979,71600,0.939,0.023,0.2085433714262502
36085004004,0.198,0.237,0.941,113000,0.728,0.151,0.37854890859115237
20035493500,0.109,0.115,0.887,56200,0.888,0.139,0.3256600502019966
40017300300,0.227,0.199,0.727,55500,0.86,0.165,0.4604836693919913
54099021000,0.25,0.465,0.94,41800,0.651,0.21,0.5558239704009267
24001000100,0.094,0.117,0.902,62600,0.922,0.322,0.3201476149757537
51027010100,0.23,0.222,0.964,44400,0.8,0.297,0.4263848578261105
53033006500,0.061,0.03,0.958,168000,0.981,0.064,0.12524097346314889
06037212203,0.363,0.237,0.842,37900,0.64,0.149,0.5609110919898335
06037211000,0.087,0.028,0.919,184000,0.972,0.116,0.14295096661948486
06037531800,0.119,0.196,0.897,86400,0.623,0.024,0.39956330871955464
06037204200,0.312,0.208,0.782,46600,0.623,0.066,0.5464037411056945
51091970100,0.103,0.06,0.928,62900,0.893,0.455,0.321473515433095
54095961900,0.176,0.14,0.894,58700,0.941,0.254,0.3457670265716195
53015001800,0.089,0.184,0.935,84400,0.931,0.067,0.2756878866415422
41007950400,0.136,0.123,0.865,76400,0.894,0.064,0.31729760110799937
53037975402,0.116,0.127,0.955,60200,0.961,0.045,0.2680422295848356
54055000900,0.117,0.087,0.963,73600,0.845,0.363,0.3178101326431824
50023955000,0.024,0.022,0.951,88400,0.983,0.104,0.18406166792775558
51153901212,0.046,0.078,0.894,134000,0.822,0,0.23240571349424238
25027731400,0.372,0.469,0.918,37600,0.647,0.091,0.5960955362762431
17201003300,0.316,0.677,0.924,45800,0.758,0.11,0.5953253857724181
06073010011,0.059,0.136,0.918,111000,0.846,0,0.25633625080279826
32003003411,0.11,0.139,0.879,61200,0.907,0.038,0.31383845084493656
32003000204,0.127,0.099,0.908,133000,0.873,0,0.2437321077740882
48491021202,0.065,0.097,0.918,90800,0.952,0.05,0.23390181507096292
35001003723,0.124,0.112,0.968,50400,0.867,0.136,0.31167179877931916
27037060713,0.035,0.012,0.984,108000,0.989,0.015,0.14395450834864187
40131050101,0.102,0.205,0.795,52600,0.909,0.086,0.3735074787661171
19193000100,0.18,0.207,0.922,49000,0.779,0.048,0.3954765277526172
26161456000,0.063,0.068,0.985,160000,0.977,0.04,0.1325949730597056
36047012600,0.198,0.281,0.897,67700,0.76,0.106,0.42975950730313306
36081018101,0.117,0.11,0.875,83800,0.924,0.05,0.2857070111660931
24021752202,0.022,0.065,0.977,176000,0.973,0.043,0.10948459243439515
24003701101,0.021,0,0.98,166000,0.976,0.063,0.09848747748429222
53053073005,0.074,0.082,0.949,118000,0.898,0.097,0.22176695533514026
22071001600,0,1,1,NA,1,0,NA
40143007519,0.046,0.044,0.903,102000,0.967,0.055,0.20360831720610703
51107610603,0.067,0.052,0.856,89200,0.885,0,0.2619081846889409
36081099705,0.088,0.044,0.892,148000,0.823,0.173,0.24459684049315028
09003500100,NA,NA,NA,NA,NA,NA,NA
40031002406,0.056,0.036,0.982,54700,0.999,0.024,0.201071319219106
32023960407,0.206,0.278,0.914,58300,0.932,0.069,0.37124534917019153
06067004907,0.21,0.67,0.966,34500,0.812,0.027,0.525109820838668
06067001702,0.215,0.127,0.97,70800,0.901,0.058,0.30764043128426627
27003050826,0.065,0.081,0.963,66700,0.897,0.049,0.2512857973811755
41013950402,0.102,0.161,0.938,65500,0.901,0.187,0.31174432531490903
53033008402,0.063,0.115,0.984,81600,0.998,0.035,0.20506464012905065
53033006701,0.003,0.032,0.991,163000,1,0.131,0.10036187955264231
48355005604,0.112,0.165,0.95,61400,0.801,0.064,0.33464335763630954
40027200603,0.334,0.138,0.787,36800,0.897,0.085,0.4495676595138811
06065040621,0.069,0.087,0.935,155000,0.848,0,0.2012842691427408
06065050301,0.033,0.032,0.918,117000,0.95,0.031,0.18068057294689352
06039000511,0.176,0.309,0.936,88800,0.742,0.015,0.3944951174750776
06001403302,0.037,0.028,0.978,142000,0.988,0.121,0.13553076525440733
53035090501,0.147,0.161,0.933,55500,0.948,0.061,0.3064220655463114
06037199900,0.211,0.262,0.884,41600,0.545,0.025,0.5177981065039216
06059087200,0.166,0.237,0.846,78200,0.698,0.048,0.43018406998862097
54033030300,0.256,0.258,0.859,39400,0.857,0.123,0.44895233195475037
53033024901,0.05,0.006,0.966,196000,0.975,0.081,0.09208285153862766
53061052402,0.074,0.08,0.956,73200,0.957,0.036,0.22941937206266097
06059021920,0.024,0.021,0.995,188000,0.969,0,0.07685608801713718
06059086803,0.109,0.126,0.897,93600,0.869,0.027,0.2873751595295473
40109108900,0.119,0.158,0.874,66400,0.865,0.117,0.34303739404401457
40109108304,0.074,0.072,0.916,74200,0.968,0.038,0.23735151009134303
53033032500,0.029,0.029,0.975,171000,0.939,0.05,0.11823526864125102
06073010106,0.24,0.301,0.911,50800,0.628,0.04,0.4951537432418307
06073002401,0.196,0.213,0.863,75800,0.849,0.039,0.37702373208971984
06031001002,0.411,0.38,0.879,33800,0.675,0.034,0.5839508944835984
06083002101,0.137,0.128,0.852,91200,0.744,0.012,0.3557439984750389
06045010802,0.039,0.106,0.983,61200,0.956,0.101,0.23370945798447637
35001003724,0.059,0.066,0.982,76200,0.915,0,0.21830288215601515
40101000801,0.108,0.108,0.892,63900,0.955,0.051,0.2823890635286444
06073010104,0.054,0.231,0.943,103000,0.838,0.041,0.2878384085816084
06073014602,0.026,0.066,0.944,127000,0.967,0.029,0.1646559581683235
06073003602,0.168,0.232,0.868,64400,0.834,0.047,0.3871935081099718
39133600902,0.191,0.3,0.979,48000,0.89,0.043,0.36887276082623094
42049001400,0.728,0.601,0.909,16400,0.778,0.136,0.73389311439577
36009940200,NA,NA,NA,NA,NA,1,NA
42077005505,0.089,0.145,0.989,136000,0.966,0.005,0.18225412726712487
42079213800,0.194,0.22,0.979,53400,0.878,0.191,0.36265729601174485
34031175601,0.064,0.18,0.987,148000,0.96,0,0.17655097450845195
51107611017,0.022,0.034,0.962,151000,0.93,0.032,0.13990579791730037
04003000901,0.266,0.369,0.825,43500,0.677,0.258,0.5699567753194321
51013101601,0.061,0.006,0.994,163000,1,0.008,0.09637529514347241
39049000410,0.066,0.032,0.925,84500,0.973,0.013,0.20640384996642286
32031003511,0.022,0.027,0.97,116000,0.983,0.054,0.14904322499445694
21067000801,0.914,0,0.981,NA,1,0.737,NA
55055100200,0.106,0.237,0.913,61800,0.831,0.02,0.3520691933602011
48439105800,0.115,0.358,0.735,53500,0.689,0.056,0.5145517479015743
48439122200,0.292,0.125,0.526,36600,0.573,0.177,0.6466324130432299
13051010801,0.095,0.11,0.875,55800,0.913,0.084,0.30961191910415875
20173002300,0.111,0.099,0.783,63300,0.946,0.141,0.33435795911083677
12086011003,0.098,0.336,0.677,74100,0.64,0.037,0.5206030394180587
12086004102,0.043,0.017,0.925,190000,0.979,0.388,0.14701538863312502
06075016000,0.212,0.174,0.945,141000,0.881,0.211,0.2950995045103853
06075026401,0.161,0.284,0.984,80600,0.693,0.011,0.387514661899999
30081000800,0.12,0.084,0.954,64700,0.842,0.488,0.3440350499943863
06065046102,0.372,0.402,0.972,32100,0.595,0.064,0.5754771920885955
20173002400,0.39,0.226,0.747,38900,0.876,0.243,0.5319942424388279
20173002200,0.065,0.007,0.977,117000,0.982,0.027,0.1510070693510359
13059130400,0.149,0.043,0.844,84300,0.856,0.006,0.3049471594837502
12086000411,0.197,0.397,0.768,53000,0.768,0.032,0.5120365401148629
39017013300,0.07,0.094,0.951,69500,0.9,0.035,0.25618679286537227
53033023604,0.097,0.068,0.921,124000,0.918,0.098,0.22372983415808734
34037374700,0.057,0.028,0.952,111000,0.961,0.154,0.19042003540580194
34037371200,0.106,0.095,0.945,72600,0.878,0.043,0.2761339008839698
09013530500,NA,NA,NA,NA,NA,NA,NA
40109102400,0.195,0.029,0.692,56900,0.643,0.163,0.4837761163755536
40109104500,0.339,0.214,0.605,52500,0.683,0.153,0.6065474587625559
